"","title","organism","platform","source"
"GSM980505","WT_1","Mus musculus","GPL8321","Spleen and lymph nodes"
"GSM980506","WT_2","Mus musculus","GPL8321","Spleen and lymph nodes"
"GSM980507","WT_3","Mus musculus","GPL8321","Spleen and lymph nodes"
"GSM980508","GATA3KO_1","Mus musculus","GPL8321","Spleen and lymph nodes"
"GSM980509","GATA3KO_2","Mus musculus","GPL8321","Spleen and lymph nodes"
"GSM980510","GATA3KO_3","Mus musculus","GPL8321","Spleen and lymph nodes"
